Species,Species_printed,Compilation,Table,Region,Region_raw,Measure,measure_class,Value,SD,n,Units,conscious,ref_raw,ref_keys_str
Rattus norvegicus,Rattus,Kaufman__2004,TableA6,Neocortex,Neocortex,CMRO2,cerebral_metabolic_rate,263.4,NA,10,umol/100g/min,anesthetized,"(Gjedde et al., 1977)",gjedde1977
Rattus norvegicus,Rattus,Kaufman__2004,TableA6,Neocortex,Neocortex,CMRO2,cerebral_metabolic_rate,452.2,NA,7,umol/100g/min,anesthetized,"(Naughton et al., 1985)",naughton1985
Rattus norvegicus,Rattus,Kaufman__2004,TableA6,Neocortex,Neocortex,CMRO2,cerebral_metabolic_rate,455.4,NA,6,umol/100g/min,anesthetized,"(Norberg and Siesjo, 1974)",norberg1974
Rattus norvegicus,Rattus,Kaufman__2004,TableA8,Parietal_cortex,Parietal Cortex,CMRO2,cerebral_metabolic_rate,110,NA,NA,umol/100g/min,unknown,(,anonNA
Rattus norvegicus,Rattus,Kaufman__2004,TableA3,Thalamus,Thalamus,CMRO2,cerebral_metabolic_rate,104,NA,NA,umol/100g/min,unknown,(,anonNA
Rattus norvegicus,Rattus,Kaufman__2004,TableA5,White_matter,White Matter,CMRO2,cerebral_metabolic_rate,36,NA,NA,umol/100g/min,unknown,(,anonNA
Rattus norvegicus,rat,Karbowski__2007,TableS1,Whole_brain,Brain,CMRO2,cerebral_metabolic_rate,8.4,1.9,NA,umol/100g/min,unknown,Linde et al 1999,linde1999
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,374,NA,8,umol/100g/min,conscious,"(Linde et al., 1999)",linde1999
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,392,NA,31,umol/100g/min,conscious,"(Madsen et al., 1998)",madsen1998
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,440,NA,10,umol/100g/min,conscious,"(Meldrum and Nilsson, 1976)",meldrum1976
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,495,NA,15,umol/100g/min,conscious,"(Takei etal., 1983)",takei1983
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,485,NA,15,umol/100g/min,conscious,"(TakeietaL, 1983)",takeietal1983
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,498,NA,15,umol/100g/min,conscious,"(Takei etal., 1983)",takei1983
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,352.7,NA,6,umol/100g/min,anesthetized,"(Gjedde and Hindfelt, 1975)",gjedde1975
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,357.1,NA,10,umol/100g/min,anesthetized,"(Gjedde etal., 1977)",gjedde1977
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,321.4,NA,8,umol/100g/min,anesthetized,"(Hauerberg and Juhler, 1997)",hauerberg1997
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,342.19,NA,17,umol/100g/min,anesthetized,"(Nemoto et al., 1996a)",nemoto1996
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,495.5,NA,5,umol/100g/min,anesthetized,"(Nilsson and Siesjo, 1975)",nilsson1975
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,459.8,NA,9,umol/100g/min,anesthetized,"(Harp et al., 1976)",harp1976
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,509.82,NA,6,umol/100g/min,anesthetized,"(Harp et al., 1976)",harp1976
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,363.39,NA,8,umol/100g/min,anesthetized,"(Harp et al., 1976)",harp1976
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,243.75,NA,6,umol/100g/min,anesthetized,"(Harp et al., 1976)",harp1976
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,455.4,NA,5,umol/100g/min,anesthetized,"(Carlsson et al., 1976)",carlsson1976
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,549.1,NA,10,umol/100g/min,anesthetized,"(Hemmingsen et al., 1979a)",hemmingsen1979
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,522.3,NA,8,umol/100g/min,anesthetized,"(Hemmingsen et al., 1979a)",hemmingsen1979
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,540.2,NA,9,umol/100g/min,anesthetized,"(Hemmingsen et al., 1979a)",hemmingsen1979
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,338.39,NA,8,umol/100g/min,anesthetized,"(Nilsson and Siesjo, 1976)",nilsson1976
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,391,NA,8,umol/100g/min,anesthetized,"(Dahlgren et al., 1981b)",dahlgren1981
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,584.8,NA,7,umol/100g/min,anesthetized,"(Hemmingsen et al., 1979b)",hemmingsen1979
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,305.8,NA,17,umol/100g/min,anesthetized,"(Klementavicius etal., 1996b)",klementavicius1996
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,346.88,NA,14,umol/100g/min,anesthetized,"(Nemoto et al., 1996b)",nemoto1996
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,209,NA,5,umol/100g/min,anesthetized,"(Fiat and Kang, 1993)",fiat1993
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,316.96,NA,12,umol/100g/min,anesthetized,"(Wang et al., 1993)",wang1993
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,424.1,NA,17,umol/100g/min,anesthetized,"(Kochanek et al., 1988)",kochanek1988
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,455.36,NA,16,umol/100g/min,anesthetized,"(Singh etal., 1992)",singh1992
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,334.8,NA,10,umol/100g/min,anesthetized,"(Kozniewska and Oseka, 1992)",kozniewska1992
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,321.4,NA,4,umol/100g/min,anesthetized,"(Nilsson and Siesjo, 1983)",nilsson1983
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,288.39,NA,10,umol/100g/min,anesthetized,"(Klementavicius et al., 1996a)",klementavicius1996
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,511.16,NA,8,umol/100g/min,anesthetized,"(Baughman et al., 1990)",baughman1990
Rattus norvegicus,Rattus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,261.16,NA,10,umol/100g/min,anesthetized,"(Nemoto et al., 1988)",nemoto1988
Sus scrofa,Sus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,171,NA,7,umol/100g/min,anesthetized,"(Poulsen et al., 1997)",poulsen1997
Sus scrofa,Sus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,194,NA,9,umol/100g/min,anesthetized,"(Akeson et al., 1992)",akeson1992
Sus scrofa,Sus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,84.8,NA,4,umol/100g/min,anesthetized,"(Miller et al., 1987)",miller1987
Sus scrofa,Sus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,197,NA,11,umol/100g/min,anesthetized,"(Sakoh et al., 2000)",sakoh2000
Sus scrofa,Sus,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRO2,cerebral_metabolic_rate,102.7,NA,8,umol/100g/min,anesthetized,"(Stange et al., 1989)",stange1989
Canis lupus familiaris,Canis,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,cerebral_metabolic_rate,26.1,NA,7,umol/100g/min,anesthetized,"(Michenfelder, 1974)",michenfelder1974
Canis lupus familiaris,Canis,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,cerebral_metabolic_rate,24.6,NA,6,umol/100g/min,anesthetized,"(Roald etal., 1986a)",roald1986
Canis lupus familiaris,Canis,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,cerebral_metabolic_rate,27.67,NA,13,umol/100g/min,anesthetized,"(Zimmer, 1975)",zimmer1975
Canis lupus familiaris,Canis,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,cerebral_metabolic_rate,28.9,NA,10,umol/100g/min,anesthetized,"(Hamer etal., 1978)",hamer1978
Canis lupus familiaris,Canis,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,cerebral_metabolic_rate,44.5,NA,8,umol/100g/min,conscious,"(Sieberetal., 1993)",sieberetal1993
Canis lupus familiaris,Canis,Kaufman__2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,cerebral_metabolic_rate,35.9,NA,13,umol/100g/min,anesthetized,"(Frizzell et al., 1993)",frizzell1993
Capra aegagrus hircus,goat,Karbowski__2007,TableS2,Whole_brain,Brain,CMRgl,cerebral_metabolic_rate,35,4,NA,umol/100g/min,unknown,Pelligrino et al 1987,pelligrino1987
Felis catus,cat,Karbowski__2007,TableS17,Amygdala,Amygdala,CMRgl,cerebral_metabolic_rate,54,6,NA,umol/100g/min,unknown,Chugani et al 1991,chugani1991
Felis catus,cat,Karbowski__2007,TableS17,Amygdala,Amygdala,CMRgl,cerebral_metabolic_rate,34,4,NA,umol/100g/min,unknown,Sokoloff 1984,sokoloff1984
Felis catus,Felis,Kaufman__2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,cerebral_metabolic_rate,59.4,NA,7,umol/100g/min,conscious,"(Hovda et al., 1996)",hovda1996
Felis catus,Felis,Kaufman__2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,cerebral_metabolic_rate,49.7,NA,4,umol/100g/min,conscious,"(Petitjean et al., 1982)",petitjean1982
Felis catus,Felis,Kaufman__2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,cerebral_metabolic_rate,37.3,NA,6,umol/100g/min,anesthetized,"(Triolo et al., 1990)",triolo1990
Felis catus,cat,Karbowski__2007,TableS22,Brain_stem,Brain stem,CMRgl,cerebral_metabolic_rate,86,20,NA,umol/100g/min,unknown,Chugani et al 1991,chugani1991
Felis catus,cat,Karbowski__2007,TableS22,Brain_stem,Brain stem,CMRgl,cerebral_metabolic_rate,82,8,NA,umol/100g/min,unknown,Sokoloff 1984,sokoloff1984
Felis catus,cat,Karbowski__2007,TableS22,Brain_stem,Brain stem,CMRgl,cerebral_metabolic_rate,202.99999999999997,74,NA,umol/100g/min,unknown,Chugani et al 1991,chugani1991
Felis catus,cat,Karbowski__2007,TableS22,Brain_stem,Brain stem,CMRgl,cerebral_metabolic_rate,171,20,NA,umol/100g/min,unknown,Sokoloff 1984,sokoloff1984
Felis catus,cat,Karbowski__2007,TableS19,Caudate_nucleus,Caudate,CMRgl,cerebral_metabolic_rate,77,6,NA,umol/100g/min,unknown,Schwartzman et al 1986,schwartzman1986
Felis catus,cat,Karbowski__2007,TableS19,Caudate_nucleus,Caudate,CMRgl,cerebral_metabolic_rate,83,11,NA,umol/100g/min,unknown,Chugani et al 1991,chugani1991
Felis catus,cat,Karbowski__2007,TableS19,Caudate_nucleus,Caudate,CMRgl,cerebral_metabolic_rate,77,2,NA,umol/100g/min,unknown,Sokoloff 1984,sokoloff1984
Felis catus,cat,Karbowski__2007,TableS14,Cerebellum,Cerebellum,CMRgl,cerebral_metabolic_rate,71,8,NA,umol/100g/min,unknown,Sokoloff 1984,sokoloff1984
Felis catus,cat,Karbowski__2007,TableS14,Cerebellum,Cerebellum,CMRgl,cerebral_metabolic_rate,65,13,NA,umol/100g/min,unknown,Chugani et al 1991,chugani1991
Felis catus,Felis,Kaufman__2004,TableA4,Cerebellum,Cerebellum,CMRgl,cerebral_metabolic_rate,31.5,NA,4,umol/100g/min,conscious,"(Petitjean et al., 1982)",petitjean1982
Felis catus,Felis,Kaufman__2004,TableA4,Cerebellum,Cerebellum,CMRgl,cerebral_metabolic_rate,26.2,NA,6,umol/100g/min,anesthetized,"(Triolo et al., 1990)",triolo1990
Felis catus,cat,Karbowski__2007,TableS6,Cingulate_cortex,Cingulate cortex,CMRgl,cerebral_metabolic_rate,70,6,NA,umol/100g/min,unknown,Schwartzman et al 1986,schwartzman1986
Felis catus,Felis,Kaufman__2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,cerebral_metabolic_rate,47,NA,4,umol/100g/min,conscious,"(Petitjean et al., 1982)",petitjean1982
Felis catus,Felis,Kaufman__2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,cerebral_metabolic_rate,49,NA,4,umol/100g/min,conscious,"(Petitjean et al., 1982)",petitjean1982
Felis catus,Felis,Kaufman__2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,cerebral_metabolic_rate,43.1,NA,6,umol/100g/min,anesthetized,"(Triolo et al., 1990)",triolo1990
Felis catus,cat,Karbowski__2007,TableS16,Hippocampus,Hippocampus,CMRgl,cerebral_metabolic_rate,52,15,NA,umol/100g/min,unknown,"Chugani et al 1991, dorsal + ventral",chugani1991
Felis catus,cat,Karbowski__2007,TableS16,Hippocampus,Hippocampus,CMRgl,cerebral_metabolic_rate,54,4,NA,umol/100g/min,unknown,Lydic et al 1991,lydic1991
Felis catus,cat,Karbowski__2007,TableS16,Hippocampus,Hippocampus,CMRgl,cerebral_metabolic_rate,56.99999999999999,5,NA,umol/100g/min,unknown,Sokoloff 1984,sokoloff1984
Felis catus,Felis,Kaufman__2004,TableA2,Hippocampus,Hippocampus,CMRgl,cerebral_metabolic_rate,52,NA,7,umol/100g/min,conscious,"(Hovda et a l, 1996)",hovda1996
Felis catus,Felis,Kaufman__2004,TableA2,Hippocampus,Hippocampus,CMRgl,cerebral_metabolic_rate,48,NA,4,umol/100g/min,conscious,"(Petitjean et al., 1982)",petitjean1982
Felis catus,cat,Karbowski__2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,cerebral_metabolic_rate,41,6,NA,umol/100g/min,unknown,Chugani et al 1991,chugani1991
Felis catus,cat,Karbowski__2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,cerebral_metabolic_rate,41,4,NA,umol/100g/min,unknown,Sokoloff 1984,sokoloff1984
Felis catus,cat,Karbowski__2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,cerebral_metabolic_rate,99,32,NA,umol/100g/min,unknown,Chugani et al 1991,chugani1991
Felis catus,cat,Karbowski__2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,cerebral_metabolic_rate,85,3,NA,umol/100g/min,unknown,Sokoloff 1984,sokoloff1984
Felis catus,cat,Karbowski__2007,TableS11,Neocortex,Cerebral cortex,CMRgl,cerebral_metabolic_rate,86,8,NA,umol/100g/min,unknown,N=6,nNA
Felis catus,cat,Karbowski__2007,TableS12,Neocortex,Cerebral cortex,CMRgl,cerebral_metabolic_rate,78,12,NA,umol/100g/min,unknown,Chugani et al 1991,chugani1991
Felis catus,cat,Karbowski__2007,TableS12,Neocortex,Cerebral cortex,CMRgl,cerebral_metabolic_rate,87,6,NA,umol/100g/min,unknown,Sokoloff 1984,sokoloff1984
Felis catus,cat,Karbowski__2007,TableS12,Neocortex,Cerebral cortex,CMRgl,cerebral_metabolic_rate,79,4,NA,umol/100g/min,unknown,Schwartzman et al 1986,schwartzman1986
Felis catus,Felis,Kaufman__2004,TableA6,Neocortex,Neocortex,CMRgl,cerebral_metabolic_rate,77.6,NA,7,umol/100g/min,conscious,Hovda,hovdaNA
Felis catus,Felis,Kaufman__2004,TableA6,Neocortex,Neocortex,CMRgl,cerebral_metabolic_rate,47,NA,4,umol/100g/min,conscious,Petitjean 82,petitjeanNA
Felis catus,Felis,Kaufman__2004,TableA6,Neocortex,Neocortex,CMRgl,cerebral_metabolic_rate,40.8,NA,6,umol/100g/min,anesthetized,Triolo 90,trioloNA
Felis catus,cat,Karbowski__2007,TableS9,Occipital_cortex,Occipital cortex,CMRgl,cerebral_metabolic_rate,126,10,NA,umol/100g/min,unknown,Lydic et al 1991,lydic1991
Felis catus,Felis,Kaufman__2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,cerebral_metabolic_rate,58,NA,4,umol/100g/min,conscious,"(Petitjean et al., 1982)",petitjean1982
Felis catus,Felis,Kaufman__2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,cerebral_metabolic_rate,37,NA,6,umol/100g/min,anesthetized,"(Triolo et al., 1990)",triolo1990
Felis catus,cat,Karbowski__2007,TableS21,Pallidum,Globus pallidus,CMRgl,cerebral_metabolic_rate,38,4,NA,umol/100g/min,unknown,Schwartzman et al 1986,schwartzman1986
Felis catus,cat,Karbowski__2007,TableS21,Pallidum,Globus pallidus,CMRgl,cerebral_metabolic_rate,44,10,NA,umol/100g/min,unknown,Chugani et al 1991,chugani1991
Felis catus,cat,Karbowski__2007,TableS21,Pallidum,Globus pallidus,CMRgl,cerebral_metabolic_rate,36,2,NA,umol/100g/min,unknown,Sokoloff 1984,sokoloff1984
Felis catus,cat,Karbowski__2007,TableS10,Parietal_cortex,Parietal cortex,CMRgl,cerebral_metabolic_rate,69,8,NA,umol/100g/min,unknown,Sokoloff 1984,sokoloff1984
Felis catus,Felis,Kaufman__2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,cerebral_metabolic_rate,45,NA,4,umol/100g/min,conscious,"(Petitjean et al., 1982)",petitjean1982
Felis catus,Felis,Kaufman__2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,cerebral_metabolic_rate,43.9,NA,6,umol/100g/min,anesthetized,"(Triolo et al., 1990)",triolo1990
Felis catus,cat,Karbowski__2007,TableS8,Sensorimotor_cortex,Sensorimotor cortex,CMRgl,cerebral_metabolic_rate,64,3,NA,umol/100g/min,unknown,Sokoloff 1984,sokoloff1984
Felis catus,cat,Karbowski__2007,TableS18,Septum,Septum,CMRgl,cerebral_metabolic_rate,37,5,NA,umol/100g/min,unknown,Chugani et al 1991,chugani1991
Felis catus,cat,Karbowski__2007,TableS18,Septum,Septum,CMRgl,cerebral_metabolic_rate,39,3,NA,umol/100g/min,unknown,Sokoloff 1984,sokoloff1984
Felis catus,cat,Karbowski__2007,TableS20,Substantia_nigra,Substantia nigra,CMRgl,cerebral_metabolic_rate,34,3,NA,umol/100g/min,unknown,Schwartzman et al 1986,schwartzman1986
Felis catus,cat,Karbowski__2007,TableS20,Substantia_nigra,Substantia nigra,CMRgl,cerebral_metabolic_rate,46,6,NA,umol/100g/min,unknown,Chugani et al 1991,chugani1991
Felis catus,cat,Karbowski__2007,TableS20,Substantia_nigra,Substantia nigra,CMRgl,cerebral_metabolic_rate,40,5,NA,umol/100g/min,unknown,Sokoloff et al 1984,sokoloff1984
Felis catus,cat,Karbowski__2007,TableS7,Temporal_cortex,Temporal cortex,CMRgl,cerebral_metabolic_rate,97,9,NA,umol/100g/min,unknown,"Schwartzman et al 1986, auditory",schwartzman1986
Felis catus,cat,Karbowski__2007,TableS7,Temporal_cortex,Temporal cortex,CMRgl,cerebral_metabolic_rate,118,4,NA,umol/100g/min,unknown,"Sokoloff 1984, auditory",sokoloff1984
Felis catus,cat,Karbowski__2007,TableS7,Temporal_cortex,Temporal cortex,CMRgl,cerebral_metabolic_rate,105,8,NA,umol/100g/min,unknown,Lydic et al 1991,lydic1991
Felis catus,Felis,Kaufman__2004,TableA9,Temporal_cortex,Temporal Cortex,CMRgl,cerebral_metabolic_rate,46,NA,4,umol/100g/min,conscious,"(Petitjean et al., 1982)",petitjean1982
Felis catus,Felis,Kaufman__2004,TableA9,Temporal_cortex,Temporal Cortex,CMRgl,cerebral_metabolic_rate,39.2,NA,6,umol/100g/min,anesthetized,"(Triolo et al., 1990)",triolo1990
Felis catus,cat,Karbowski__2007,TableS13,Thalamus,Thalamus,CMRgl,cerebral_metabolic_rate,81,11,NA,umol/100g/min,unknown,Schwartzman et al 1986,schwartzman1986
Felis catus,cat,Karbowski__2007,TableS13,Thalamus,Thalamus,CMRgl,cerebral_metabolic_rate,85,15,NA,umol/100g/min,unknown,Chugani et al 1991,chugani1991
Felis catus,cat,Karbowski__2007,TableS13,Thalamus,Thalamus,CMRgl,cerebral_metabolic_rate,86,8,NA,umol/100g/min,unknown,Sokoloff 1984,sokoloff1984
Felis catus,Felis,Kaufman__2004,TableA3,Thalamus,Thalamus,CMRgl,cerebral_metabolic_rate,85.4,NA,7,umol/100g/min,conscious,"(Hovda et al., 1996)",hovda1996
Felis catus,Felis,Kaufman__2004,TableA3,Thalamus,Thalamus,CMRgl,cerebral_metabolic_rate,58,NA,4,umol/100g/min,conscious,"(Petitjean et al., 1982)",petitjean1982
Felis catus,Felis,Kaufman__2004,TableA3,Thalamus,Thalamus,CMRgl,cerebral_metabolic_rate,28.6,NA,6,umol/100g/min,anesthetized,"(Triolo et al., 1990)",triolo1990
Felis catus,cat,Karbowski__2007,TableS3,Visual_cortex,Visual cortex,CMRgl,cerebral_metabolic_rate,52,3,NA,umol/100g/min,unknown,Herdman et al 1989,herdman1989
Felis catus,cat,Karbowski__2007,TableS3,Visual_cortex,Visual cortex,CMRgl,cerebral_metabolic_rate,95,9,NA,umol/100g/min,unknown,Sokoloff 1984,sokoloff1984
Felis catus,cat,Karbowski__2007,TableS3,Visual_cortex,Visual cortex,CMRgl,cerebral_metabolic_rate,89,3,NA,umol/100g/min,unknown,Schwartzman et al 1986,schwartzman1986
Felis catus,cat,Karbowski__2007,TableS23,White_matter,White matter,CMRgl,cerebral_metabolic_rate,15,2,NA,umol/100g/min,unknown,Sokoloff 1984,sokoloff1984
Felis catus,cat,Karbowski__2007,TableS23,White_matter,White matter,CMRgl,cerebral_metabolic_rate,22,2,NA,umol/100g/min,unknown,Chugani et al 1991,chugani1991
Felis catus,cat,Karbowski__2007,TableS23,White_matter,White matter,CMRgl,cerebral_metabolic_rate,17,2,NA,umol/100g/min,unknown,Sokoloff et al 1984,sokoloff1984
Felis catus,Felis,Kaufman__2004,TableA5,White_matter,White Matter,CMRgl,cerebral_metabolic_rate,12,NA,4,umol/100g/min,conscious,"(Petitjean et al., 1982)",petitjean1982
Felis catus,Felis,Kaufman__2004,TableA5,White_matter,White Matter,CMRgl,cerebral_metabolic_rate,13.5,NA,6,umol/100g/min,anesthetized,"(Triolo et al., 1990)",triolo1990
